transcript	#geneID
RNA18166	gene9206
RNA18167	gene9207
RNA18168	gene9208
RNA18170	gene9209
RNA18171	gene9210
RNA18172	gene9210
RNA18173	gene9210
RNA18174	gene9210
RNA18175	gene9210
RNA18176	gene9210
RNA18177	gene9210
RNA18178	gene9211
RNA18179	gene9211
RNA18180	gene9211
RNA18181	gene9212
RNA18183	gene9214
RNA18184	gene9214
RNA18185	gene9214
RNA18188	gene9217
RNA18189	gene9218
RNA18190	gene9219
RNA18191	gene9219
RNA18192	gene9220
RNA18194	gene9221
RNA18196	gene9222
RNA18197	gene9223
RNA18198	gene9223
RNA18199	gene9224
RNA18200	gene9225
RNA18201	gene9226
RNA18202	gene9227
RNA18203	gene9228
RNA18204	gene9228
RNA18205	gene9229
RNA18206	gene9230
RNA18207	gene9231
RNA18208	gene9231
RNA18209	gene9231
RNA18210	gene9231
RNA18211	gene9231
RNA18212	gene9231
RNA18213	gene9231
RNA18216	gene9233
RNA18214	gene9232
RNA18215	gene9232
RNA18217	gene9234
RNA18219	gene9235
RNA18220	gene9235
RNA18221	gene9236
RNA18225	gene9237
RNA18227	gene9237
RNA18229	gene9239
RNA18230	gene9240
RNA18232	gene9241
RNA18240	gene9244
RNA18242	gene9244
RNA18243	gene9245
RNA18245	gene9245
RNA18248	gene9246
RNA18255	gene9247
RNA18256	gene9247
RNA18257	gene9248
RNA18258	gene9249
RNA18259	gene9250
RNA18260	gene9251
RNA18261	gene9251
RNA18262	gene9251
RNA18263	gene9252
RNA18264	gene9253
RNA18265	gene9254
RNA18266	gene9255
RNA18268	gene9256
RNA18269	gene9257
RNA18271	gene9259
RNA18272	gene9259
RNA18273	gene9259
RNA18274	gene9259
RNA18275	gene9259
RNA18277	gene9261
RNA18278	gene9262
RNA18279	gene9263
RNA18280	gene9264
RNA18281	gene9265
RNA18283	gene9267
RNA18284	gene9268
RNA18285	gene9269
RNA18286	gene9270
RNA18287	gene9271
RNA18288	gene9272
RNA18293	gene9275
RNA18296	gene9277
RNA18297	gene9278
RNA18298	gene9278
RNA18300	gene9279
RNA18301	gene9280
RNA18302	gene9281
RNA18303	gene9282
RNA18304	gene9283
RNA18305	gene9284
RNA18306	gene9285
RNA18307	gene9286
RNA18308	gene9287
RNA18309	gene9288
RNA18310	gene9288
RNA18312	gene9289
RNA18313	gene9290
RNA18314	gene9291
RNA18315	gene9292
RNA18316	gene9293
RNA18317	gene9294
RNA18318	gene9295
RNA18319	gene9296
RNA18320	gene9297
RNA18321	gene9298
RNA18322	gene9299
RNA18323	gene9300
RNA18324	gene9300
RNA18325	gene9300
RNA18326	gene9301
RNA18327	gene9301
RNA18328	gene9302
RNA18330	gene9304
RNA18331	gene9305
RNA18333	gene9306
RNA18334	gene9307
RNA18335	gene9307
RNA18336	gene9308
RNA18338	gene9309
RNA18339	gene9310
RNA18340	gene9311
RNA18341	gene9311
RNA18342	gene9312
RNA18343	gene9313
RNA18344	gene9314
RNA18345	gene9314
RNA18346	gene9314
RNA18347	gene9314
RNA18348	gene9315
RNA18349	gene9316
RNA18350	gene9317
RNA18351	gene9318
RNA18352	gene9319
RNA18353	gene9320
RNA18354	gene9320
RNA18355	gene9320
RNA18356	gene9321
RNA18358	gene9322
RNA18359	gene9323
RNA18360	gene9324
RNA18361	gene9325
RNA18362	gene9326
RNA18363	gene9326
RNA18364	gene9326
RNA18366	gene9328
RNA18367	gene9328
RNA18368	gene9329
RNA18369	gene9330
RNA18370	gene9331
RNA18371	gene9332
RNA18372	gene9333
RNA18373	gene9334
RNA18374	gene9335
RNA18375	gene9336
RNA18377	gene9337
RNA18378	gene9337
RNA18379	gene9338
RNA18380	gene9338
RNA18381	gene9339
RNA18382	gene9340
RNA18383	gene9341
RNA18384	gene9342
RNA18386	gene9344
RNA18387	gene9345
RNA18388	gene9345
RNA18390	gene9346
RNA18391	gene9347
RNA18392	gene9348
RNA18393	gene9349
RNA18394	gene9350
RNA18395	gene9351
RNA18396	gene9352
RNA18397	gene9352
RNA18398	gene9352
RNA18399	gene9353
RNA18400	gene9354
RNA18401	gene9354
RNA18402	gene9354
RNA18403	gene9354
RNA18404	gene9355
RNA18405	gene9355
RNA18406	gene9356
RNA18407	gene9357
RNA18408	gene9358
RNA18409	gene9359
RNA18410	gene9359
RNA18412	gene9360
RNA18415	gene9362
RNA18416	gene9363
RNA18417	gene9364
RNA18418	gene9365
RNA18420	gene9366
RNA18421	gene9366
RNA18422	gene9367
RNA18423	gene9368
RNA18424	gene9369
RNA18426	gene9370
RNA18427	gene9370
RNA18428	gene9371
RNA18429	gene9371
RNA18430	gene9371
RNA18431	gene9371
RNA18432	gene9371
RNA18433	gene9371
RNA18434	gene9371
RNA18435	gene9371
RNA18436	gene9372
RNA18437	gene9372
RNA18438	gene9372
RNA18439	gene9372
RNA18440	gene9372
RNA18441	gene9372
RNA18442	gene9373
RNA18449	gene9378
RNA18451	gene9380
RNA18455	gene9381
RNA18456	gene9382
RNA18457	gene9383
RNA18458	gene9383
RNA18459	gene9384
RNA18460	gene9385
RNA18461	gene9386
RNA18462	gene9387
RNA18464	gene9388
RNA18465	gene9389
RNA18466	gene9390
RNA18467	gene9391
RNA18468	gene9392
RNA18469	gene9393
RNA18470	gene9394
RNA18471	gene9395
RNA18472	gene9396
RNA18473	gene9397
RNA18474	gene9397
RNA18475	gene9398
RNA18476	gene9399
RNA18477	gene9400
RNA18478	gene9400
RNA18479	gene9401
RNA18480	gene9402
RNA18481	gene9403
RNA18483	gene9405
RNA18486	gene9407
RNA18488	gene9408
RNA18489	gene9409
RNA18490	gene9410
RNA18491	gene9410
RNA18492	gene9410
RNA18494	gene9412
RNA18496	gene9412
RNA18499	gene9413
RNA18500	gene9414
RNA18501	gene9415
RNA18502	gene9415
RNA18503	gene9416
RNA18506	gene9417
RNA18508	gene9418
RNA18509	gene9419
RNA18510	gene9420
RNA18511	gene9420
RNA18512	gene9421
RNA18514	gene9422
RNA18515	gene9423
RNA18516	gene9423
RNA18517	gene9424
RNA18518	gene9425
RNA18519	gene9425
RNA18520	gene9426
RNA18521	gene9427
RNA18523	gene9429
RNA18524	gene9430
RNA18525	gene9430
RNA18527	gene9431
RNA18528	gene9431
RNA18529	gene9431
RNA18532	gene9432
RNA18533	gene9433
RNA18534	gene9433
RNA18535	gene9433
RNA18536	gene9434
RNA18537	gene9435
RNA18538	gene9436
RNA18539	gene9436
RNA18542	gene9437
RNA18543	gene9437
RNA18544	gene9437
RNA18545	gene9437
RNA18546	gene9438
RNA18547	gene9438
RNA18549	gene9438
RNA18550	gene9439
RNA18551	gene9440
RNA18552	gene9440
RNA18553	gene9440
RNA18554	gene9440
RNA18555	gene9441
RNA18560	gene9444
RNA18561	gene9445
RNA18562	gene9446
RNA18563	gene9447
RNA18564	gene9448
RNA18565	gene9449
RNA18566	gene9449
RNA18567	gene9449
RNA18568	gene9449
RNA18569	gene9450
RNA18570	gene9451
RNA18572	gene9452
RNA18573	gene9453
RNA18574	gene9453
RNA18575	gene9453
RNA18576	gene9453
RNA18577	gene9453
RNA18578	gene9453
RNA18579	gene9453
RNA18580	gene9453
RNA18581	gene9454
RNA18582	gene9455
RNA18584	gene9455
RNA18585	gene9456
RNA18586	gene9457
RNA18589	gene9457
RNA18591	gene9458
RNA18592	gene9458
RNA18594	gene9460
RNA18595	gene9460
RNA18596	gene9461
RNA18597	gene9462
RNA18598	gene9462
RNA18599	gene9462
RNA18600	gene9462
RNA18603	gene9462
RNA18604	gene9462
RNA18605	gene9462
RNA18606	gene9463
RNA18607	gene9464
RNA18608	gene9465
RNA18609	gene9465
RNA18610	gene9466
RNA18611	gene9466
RNA18612	gene9466
RNA18614	gene9467
RNA18616	gene9469
RNA18619	gene9470
RNA18620	gene9471
RNA18621	gene9472
RNA18622	gene9473
RNA18628	gene9473
RNA18629	gene9473
RNA18630	gene9473
RNA18631	gene9473
RNA18637	gene9473
RNA18640	gene9474
RNA18641	gene9474
RNA18642	gene9474
RNA18643	gene9475
RNA18644	gene9476
RNA18645	gene9477
RNA18647	gene9479
RNA18648	gene9480
RNA18649	gene9481
RNA18651	gene9483
RNA18653	gene9485
RNA18655	gene9487
RNA18656	gene9487
RNA18657	gene9487
RNA18659	gene9487
RNA18660	gene9487
RNA18661	gene9487
RNA18662	gene9488
RNA18663	gene9489
RNA18664	gene9490
RNA18665	gene9490
RNA18666	gene9491
RNA18668	gene9492
RNA18669	gene9493
RNA18670	gene9493
RNA18671	gene9493
RNA18672	gene9493
RNA18673	gene9494
RNA18674	gene9495
RNA18677	gene9495
RNA18678	gene9495
RNA18679	gene9495
RNA18680	gene9495
RNA18681	gene9495
RNA18682	gene9495
RNA18686	gene9496
RNA18687	gene9496
RNA18692	gene9498
RNA18693	gene9499
RNA18694	gene9500
RNA18696	gene9501
RNA18697	gene9502
RNA18698	gene9503
RNA18699	gene9504
RNA18700	gene9504
RNA18701	gene9505
RNA18702	gene9506
RNA18704	gene9508
RNA18705	gene9508
RNA18706	gene9508
RNA18707	gene9509
RNA18708	gene9510
RNA18709	gene9510
RNA18710	gene9510
RNA18711	gene9510
RNA18712	gene9510
RNA18715	gene9511
RNA18717	gene9512
RNA18718	gene9512
RNA18719	gene9513
RNA18720	gene9513
RNA18721	gene9514
RNA18722	gene9515
RNA18723	gene9516
RNA18724	gene9517
RNA18725	gene9518
RNA18726	gene9518
RNA18727	gene9518
RNA18731	gene9522
RNA18732	gene9523
RNA18733	gene9523
RNA18734	gene9523
RNA18735	gene9523
RNA18736	gene9523
RNA18739	gene9525
RNA18740	gene9525
RNA18741	gene9526
RNA18742	gene9526
RNA18743	gene9527
RNA18744	gene9528
RNA18745	gene9528
RNA18746	gene9528
RNA18747	gene9529
RNA18748	gene9529
RNA18749	gene9529
RNA18752	gene9529
RNA18753	gene9529
RNA18754	gene9529
RNA18755	gene9529
RNA18758	gene9530
RNA18759	gene9531
RNA18760	gene9532
RNA18761	gene9533
RNA18762	gene9533
RNA18763	gene9534
RNA18764	gene9535
RNA18770	gene9537
RNA18769	gene9536
RNA18772	gene9539
RNA18774	gene9539
RNA18775	gene9540
RNA18776	gene9541
RNA18777	gene9542
RNA18779	gene9544
RNA18780	gene9545
RNA18791	gene9546
RNA18792	gene9547
RNA18793	gene9548
RNA18794	gene9548
RNA18796	gene9548
RNA18797	gene9548
RNA18799	gene9548
RNA18800	gene9549
RNA18801	gene9550
RNA18802	gene9551
RNA18803	gene9552
RNA18804	gene9553
RNA18805	gene9553
RNA18806	gene9553
RNA18809	gene9556
RNA18810	gene9557
RNA18811	gene9560
RNA18812	gene9560
RNA18813	gene9560
RNA18814	gene9561
RNA18815	gene9562
RNA18816	gene9562
RNA18818	gene9564
RNA18825	gene9566
RNA18819	gene9565
RNA18820	gene9565
RNA18821	gene9565
RNA18822	gene9565
RNA18823	gene9565
RNA18824	gene9565
RNA18827	gene9568
RNA18828	gene9569
RNA18829	gene9570
RNA18830	gene9571
RNA18831	gene9572
RNA18833	gene9574
RNA18834	gene9575
RNA18835	gene9576
RNA18839	gene9577
RNA18840	gene9577
RNA18841	gene9578
RNA18843	gene9579
RNA18844	gene9580
RNA18845	gene9580
RNA18846	gene9580
RNA18850	gene9583
RNA18851	gene9584
RNA18852	gene9584
RNA18853	gene9584
RNA18854	gene9584
RNA18855	gene9584
RNA18856	gene9585
RNA18857	gene9586
RNA18858	gene9586
RNA18859	gene9586
RNA18860	gene9586
RNA18862	gene9588
RNA18863	gene9588
RNA18864	gene9589
RNA18865	gene9590
RNA18866	gene9590
RNA18867	gene9590
RNA18869	gene9590
RNA18870	gene9590
RNA18871	gene9590
RNA18872	gene9590
RNA18873	gene9590
RNA18874	gene9590
RNA18875	gene9591
RNA18876	gene9592
RNA18877	gene9592
RNA18878	gene9593
RNA18879	gene9594
RNA18880	gene9595
RNA18882	gene9596
RNA18884	gene9599
RNA18885	gene9600
RNA18886	gene9601
RNA18888	gene9602
RNA18889	gene9603
RNA18890	gene9603
RNA18892	gene9605
RNA18893	gene9605
RNA18894	gene9605
RNA18897	gene9606
RNA18898	gene9607
RNA18899	gene9608
RNA18900	gene9609
RNA18901	gene9610
RNA18902	gene9611
RNA18903	gene9612
RNA18904	gene9613
RNA18905	gene9614
RNA18906	gene9615
RNA18908	gene9616
RNA18911	gene9616
RNA18912	gene9617
RNA18913	gene9618
RNA18914	gene9618
RNA18915	gene9618
RNA18916	gene9618
RNA18917	gene9618
RNA18918	gene9618
RNA18921	gene9620
RNA18919	gene9619
RNA18920	gene9619
RNA18922	gene9621
RNA18923	gene9621
RNA18924	gene9621
RNA18925	gene9622
RNA18926	gene9622
RNA18927	gene9622
RNA18928	gene9622
RNA18929	gene9623
RNA18931	gene9624
RNA18932	gene9624
RNA18933	gene9624
RNA18935	gene9624
RNA18936	gene9624
RNA18937	gene9625
RNA18938	gene9626
RNA18939	gene9626
RNA18940	gene9627
RNA18942	gene9628
RNA18943	gene9629
RNA18944	gene9629
RNA18947	gene9631
RNA18948	gene9631
RNA18949	gene9631
RNA18950	gene9632
RNA18951	gene9633
RNA18953	gene9633
RNA18955	gene9634
RNA18956	gene9634
RNA18957	gene9635
RNA18958	gene9635
RNA18965	gene9637
RNA18967	gene9639
RNA18968	gene9639
RNA18970	gene9640
RNA18971	gene9641
RNA18972	gene9642
RNA18974	gene9643
RNA18975	gene9644
RNA18976	gene9645
RNA18978	gene9646
RNA18979	gene9647
RNA18981	gene9649
RNA18980	gene9648
RNA18982	gene9650
RNA18983	gene9650
RNA18984	gene9651
RNA18985	gene9652
RNA18987	gene9654
RNA18988	gene9654
RNA18989	gene9654
RNA18990	gene9654
RNA18991	gene9654
RNA18992	gene9654
RNA18993	gene9654
RNA18995	gene9656
RNA19000	gene9657
RNA19001	gene9658
RNA19002	gene9659
RNA19003	gene9660
RNA19004	gene9660
RNA19005	gene9661
RNA19006	gene9662
RNA19008	gene9663
RNA19009	gene9664
RNA19010	gene9665
RNA19011	gene9665
RNA19012	gene9665
RNA19013	gene9665
RNA19014	gene9665
RNA19016	gene9666
RNA19017	gene9667
RNA19019	gene9668
RNA19020	gene9669
RNA19021	gene9670
RNA19022	gene9671
RNA19023	gene9672
RNA19024	gene9673
RNA19026	gene9674
RNA19027	gene9674
RNA19029	gene9675
RNA19030	gene9676
RNA19031	gene9677
RNA19032	gene9678
RNA19033	gene9678
RNA19034	gene9678
RNA19035	gene9679
RNA19036	gene9679
RNA19037	gene9680
RNA19039	gene9681
RNA19042	gene9681
RNA19043	gene9682
RNA19044	gene9683
RNA19046	gene9684
RNA19047	gene9684
RNA19048	gene9685
RNA19050	gene9686
RNA19051	gene9687
RNA19052	gene9688
RNA19054	gene9689
RNA19055	gene9690
RNA19056	gene9690
RNA19057	gene9691
RNA19059	gene9692
RNA19060	gene9693
RNA19061	gene9694
RNA19062	gene9695
RNA19064	gene9697
RNA19063	gene9696
RNA19065	gene9698
RNA19066	gene9699
RNA19067	gene9700
RNA19068	gene9700
RNA19069	gene9700
RNA19070	gene9701
RNA19073	gene9703
RNA19074	gene9704
RNA19075	gene9705
RNA19076	gene9706
RNA19077	gene9707
RNA19078	gene9708
RNA19080	gene9709
RNA19081	gene9710
RNA19082	gene9710
RNA19083	gene9710
RNA19084	gene9710
RNA19085	gene9711
RNA19086	gene9711
RNA19088	gene9712
RNA19089	gene9713
RNA19090	gene9713
RNA19091	gene9714
RNA19092	gene9715
RNA19093	gene9716
RNA19094	gene9716
RNA19096	gene9717
RNA19097	gene9718
RNA19100	gene9719
RNA19101	gene9719
RNA19102	gene9720
RNA19103	gene9721
RNA19104	gene9721
RNA19105	gene9722
RNA19106	gene9723
RNA19107	gene9724
RNA19109	gene9725
RNA19110	gene9726
RNA19118	gene9729
RNA19117	gene9728
RNA19120	gene9731
RNA19121	gene9731
RNA19122	gene9731
RNA19123	gene9731
RNA19124	gene9731
RNA19125	gene9732
RNA19126	gene9733
RNA19127	gene9733
RNA19128	gene9733
RNA19129	gene9734
RNA19130	gene9735
RNA19131	gene9735
RNA19132	gene9735
RNA19133	gene9735
RNA19135	gene9737
RNA19136	gene9738
RNA19137	gene9738
RNA19139	gene9738
RNA19140	gene9739
RNA19141	gene9740
RNA19142	gene9740
RNA19144	gene9742
RNA19145	gene9743
RNA19146	gene9744
RNA19147	gene9745
RNA19148	gene9746
RNA19149	gene9747
RNA19150	gene9748
RNA19151	gene9749
RNA19152	gene9750
RNA19153	gene9751
RNA19154	gene9752
RNA19155	gene9753
RNA19156	gene9753
RNA19158	gene9754
RNA19160	gene9754
RNA19163	gene9756
RNA19164	gene9757
RNA19165	gene9757
RNA19166	gene9758
RNA19167	gene9759
RNA19168	gene9760
RNA19169	gene9761
RNA19170	gene9762
RNA19171	gene9762
RNA19173	gene9763
RNA19174	gene9764
RNA19175	gene9765
RNA19177	gene9766
RNA19179	gene9766
RNA19181	gene9767
RNA19183	gene9768
RNA19184	gene9768
RNA19185	gene9768
RNA19186	gene9768
RNA19187	gene9768
RNA19188	gene9768
RNA19189	gene9768
RNA19190	gene9768
RNA19191	gene9769
RNA19192	gene9770
RNA19193	gene9770
RNA19194	gene9770
RNA19195	gene9771
RNA19197	gene9773
RNA19198	gene9773
RNA19199	gene9773
RNA19200	gene9773
RNA19203	gene9776
RNA19204	gene9777
RNA19205	gene9778
RNA19206	gene9778
RNA19209	gene9779
RNA19210	gene9780
RNA19211	gene9780
RNA19212	gene9780
RNA19213	gene9781
RNA19214	gene9781
RNA19215	gene9781
RNA19216	gene9781
RNA19217	gene9781
RNA19218	gene9781
RNA19221	gene9782
RNA19222	gene9782
RNA19223	gene9783
RNA19224	gene9784
RNA19225	gene9784
RNA19226	gene9784
RNA19227	gene9784
RNA19228	gene9784
RNA19231	gene9784
RNA19232	gene9785
RNA19233	gene9786
RNA19234	gene9787
RNA19235	gene9787
RNA19236	gene9788
RNA19237	gene9789
RNA19240	gene9790
RNA19242	gene9792
RNA19243	gene9793
RNA19245	gene9795
RNA19247	gene9796
RNA19248	gene9796
RNA19249	gene9796
RNA19250	gene9797
RNA19251	gene9798
RNA19252	gene9799
RNA19253	gene9800
RNA19255	gene9801
RNA19256	gene9802
RNA19257	gene9803
RNA19258	gene9804
RNA19259	gene9805
RNA19260	gene9806
RNA19261	gene9807
RNA19262	gene9807
RNA19263	gene9807
RNA19264	gene9807
RNA19265	gene9807
RNA19266	gene9808
RNA19267	gene9809
RNA19269	gene9809
RNA19270	gene9809
RNA19271	gene9809
RNA19272	gene9809
RNA19273	gene9809
RNA19274	gene9809
RNA19275	gene9810
RNA19276	gene9810
RNA19278	gene9811
RNA19279	gene9812
RNA19280	gene9812
RNA19281	gene9813
RNA19282	gene9813
RNA19285	gene9815
RNA19286	gene9816
RNA19287	gene9817
RNA19288	gene9818
RNA19290	gene9819
RNA19291	gene9820
RNA19292	gene9820
RNA19294	gene9821
RNA19296	gene9821
RNA19298	gene9822
RNA19299	gene9823
RNA19300	gene9824
RNA19302	gene9826
RNA19303	gene9826
RNA19304	gene9827
RNA19305	gene9828
RNA19306	gene9829
RNA19307	gene9830
RNA19309	gene9832
RNA19311	gene9833
RNA19312	gene9834
RNA19313	gene9835
RNA19314	gene9836
RNA19315	gene9836
RNA19316	gene9837
RNA19317	gene9837
RNA19319	gene9839
RNA19320	gene9839
RNA19322	gene9840
RNA19324	gene9842
RNA19325	gene9842
RNA19326	gene9842
RNA19323	gene9841
RNA19328	gene9843
RNA19331	gene9844
RNA19332	gene9845
RNA19333	gene9846
RNA19334	gene9846
RNA19340	gene9846
RNA19341	gene9847
RNA19343	gene9847
RNA19345	gene9849
RNA19346	gene9850
RNA19347	gene9850
RNA19348	gene9850
RNA19349	gene9851
RNA19351	gene9852
RNA19352	gene9853
RNA19354	gene9855
RNA19355	gene9856
RNA19357	gene9857
RNA19358	gene9858
RNA19359	gene9859
RNA19360	gene9860
RNA19361	gene9861
RNA19362	gene9862
RNA19363	gene9863
RNA19365	gene9865
RNA19366	gene9866
RNA19374	gene9867
RNA19376	gene9868
RNA19377	gene9869
RNA19378	gene9870
RNA19379	gene9871
RNA19380	gene9872
RNA19381	gene9873
RNA19382	gene9874
RNA19385	gene9875
RNA19386	gene9876
RNA19387	gene9877
RNA19388	gene9878
RNA19389	gene9879
RNA19390	gene9880
RNA19392	gene9881
RNA19393	gene9882
RNA19394	gene9882
RNA19395	gene9882
RNA19396	gene9883
RNA19397	gene9884
RNA19398	gene9885
RNA19399	gene9886
RNA19400	gene9886
RNA19402	gene9888
RNA19403	gene9889
RNA19404	gene9890
RNA19405	gene9891
RNA19406	gene9892
RNA19407	gene9893
RNA19408	gene9894
RNA19409	gene9895
RNA19410	gene9896
RNA19411	gene9896
RNA19412	gene9897
RNA19413	gene9898
RNA19414	gene9899
RNA19415	gene9900
RNA19416	gene9900
RNA19417	gene9900
RNA19418	gene9900
RNA19419	gene9900
RNA19420	gene9900
RNA19421	gene9900
RNA19422	gene9900
RNA19423	gene9901
RNA19424	gene9901
RNA19425	gene9901
RNA19426	gene9901
RNA19427	gene9901
RNA19428	gene9901
RNA19429	gene9901
RNA19430	gene9902
RNA19434	gene9902
RNA19435	gene9902
RNA19436	gene9903
RNA19437	gene9904
RNA19438	gene9904
RNA19439	gene9905
RNA19440	gene9905
RNA19441	gene9906
RNA19442	gene9907
RNA19443	gene9907
RNA19444	gene9908
RNA19445	gene9908
RNA19446	gene9909
RNA19447	gene9909
RNA19448	gene9910
RNA19451	gene9911
RNA19452	gene9911
RNA19453	gene9912
RNA19454	gene9913
RNA19457	gene9914
RNA19461	gene9917
RNA19462	gene9918
RNA19463	gene9919
RNA19464	gene9920
RNA19465	gene9921
RNA19466	gene9922
RNA19467	gene9923
RNA19468	gene9924
RNA19469	gene9925
RNA19471	gene9926
RNA19472	gene9927
RNA19474	gene9927
RNA19475	gene9927
RNA19476	gene9928
RNA19477	gene9928
RNA19478	gene9928
RNA19479	gene9928
RNA19480	gene9928
RNA19481	gene9928
RNA19483	gene9929
RNA19484	gene9929
RNA19486	gene9930
RNA19487	gene9930
RNA19488	gene9931
RNA19491	gene9932
RNA19492	gene9932
RNA19493	gene9933
RNA19494	gene9934
RNA19496	gene9935
RNA19497	gene9936
RNA19498	gene9937
RNA19499	gene9938
RNA19500	gene9939
RNA19501	gene9940
RNA19502	gene9941
RNA19503	gene9942
RNA19504	gene9943
RNA19505	gene9943
RNA19506	gene9943
RNA19508	gene9945
RNA19509	gene9946
RNA19510	gene9947
RNA19511	gene9948
RNA19513	gene9949
RNA19516	gene9950
RNA19517	gene9950
RNA19518	gene9951
RNA19519	gene9951
RNA19520	gene9951
RNA19524	gene9951
RNA19525	gene9951
RNA19526	gene9951
RNA19527	gene9951
RNA19528	gene9952
RNA19529	gene9952
RNA19530	gene9952
RNA19533	gene9954
RNA19534	gene9955
RNA19535	gene9955
RNA19536	gene9956
RNA19537	gene9957
RNA19539	gene9957
RNA19540	gene9958
RNA19541	gene9959
RNA19542	gene9959
RNA19543	gene9959
RNA19544	gene9959
RNA19545	gene9959
RNA19546	gene9959
RNA19547	gene9959
RNA19550	gene9959
RNA19552	gene9960
RNA19553	gene9961
RNA19554	gene9962
RNA19555	gene9963
RNA19556	gene9964
RNA19558	gene9966
RNA19559	gene9967
RNA19560	gene9968
RNA19561	gene9969
RNA19562	gene9970
RNA19563	gene9970
RNA19565	gene9971
RNA19566	gene9972
RNA19569	gene9974
RNA19570	gene9975
RNA19575	gene9975
RNA19576	gene9976
RNA19577	gene9977
RNA19578	gene9977
RNA19579	gene9978
RNA19580	gene9979
RNA19581	gene9979
RNA19582	gene9980
RNA19584	gene9981
RNA19585	gene9981
RNA19586	gene9982
RNA19587	gene9983
RNA19588	gene9984
RNA19589	gene9985
RNA19590	gene9986
RNA19592	gene9987
RNA19593	gene9987
RNA19594	gene9987
RNA19595	gene9987
RNA19596	gene9988
RNA19597	gene9988
RNA19598	gene9988
RNA19600	gene9989
RNA19601	gene9990
RNA19602	gene9991
RNA19603	gene9992
RNA19604	gene9993
RNA19605	gene9995
RNA19606	gene9996
RNA19607	gene9996
RNA19608	gene9997
RNA19610	gene9998
RNA19611	gene9999
RNA19612	gene10000
RNA19613	gene10000
RNA19614	gene10000
RNA19616	gene10001
RNA19619	gene10003
RNA19620	gene10003
RNA19621	gene10003
RNA19624	gene10005
RNA19622	gene10004
RNA19625	gene10006
RNA19626	gene10007
RNA19628	gene10008
RNA19629	gene10008
RNA19630	gene10008
RNA19631	gene10009
RNA19633	gene10010
RNA19634	gene10011
RNA19635	gene10012
RNA19636	gene10012
RNA19637	gene10012
RNA19638	gene10012
RNA19639	gene10013
RNA19640	gene10013
RNA19641	gene10014
RNA19642	gene10014
RNA19643	gene10015
RNA19644	gene10015
RNA19646	gene10016
RNA19648	gene10016
RNA19653	gene10017
RNA19655	gene10019
RNA19656	gene10020
RNA19657	gene10021
RNA19659	gene10022
RNA19660	gene10023
RNA19661	gene10024
RNA19662	gene10025
RNA19663	gene10025
RNA19664	gene10026
RNA19668	gene10028
RNA19670	gene10030
RNA19671	gene10031
RNA19672	gene10032
RNA19673	gene10033
RNA19682	gene10035
RNA19683	gene10035
RNA19685	gene10036
RNA19686	gene10037
RNA19687	gene10037
RNA19688	gene10038
RNA19689	gene10039
RNA19691	gene10041
RNA19692	gene10042
RNA19695	gene10042
RNA19696	gene10042
RNA19697	gene10043
RNA19698	gene10044
RNA19701	gene10046
RNA19702	gene10047
RNA19703	gene10047
RNA19704	gene10047
RNA19705	gene10047
RNA19706	gene10048
RNA19707	gene10049
RNA19708	gene10050
RNA19709	gene10051
RNA19710	gene10052
RNA19711	gene10053
RNA19712	gene10054
RNA19713	gene10054
RNA19716	gene10056
RNA19718	gene10057
RNA19719	gene10058
RNA19720	gene10059
RNA19721	gene10060
RNA19724	gene10061
RNA19725	gene10062
RNA19726	gene10063
RNA19727	gene10064
RNA19728	gene10064
RNA19729	gene10065
RNA19742	gene10068
RNA19743	gene10069
RNA19744	gene10069
RNA19745	gene10070
RNA19746	gene10070
RNA19747	gene10071
RNA19748	gene10071
RNA19749	gene10072
RNA19754	gene10072
RNA19755	gene10072
RNA19756	gene10073
RNA19757	gene10073
RNA19758	gene10073
RNA19759	gene10073
RNA19760	gene10073
RNA19761	gene10073
RNA19762	gene10073
RNA19763	gene10073
RNA19766	gene10074
RNA19768	gene10076
RNA19769	gene10077
RNA19770	gene10078
RNA19772	gene10080
RNA19773	gene10081
RNA19774	gene10082
RNA19776	gene10082
RNA19777	gene10083
RNA19779	gene10084
RNA19780	gene10084
RNA19781	gene10084
RNA19782	gene10084
RNA19783	gene10085
RNA19784	gene10086
RNA19785	gene10086
RNA19786	gene10086
RNA19787	gene10086
RNA19788	gene10087
RNA19789	gene10087
