transcript	#geneID
RNA10388	gene5128
RNA10389	gene5129
RNA10390	gene5129
RNA10392	gene5131
RNA10393	gene5132
RNA10394	gene5133
RNA10395	gene5134
RNA10396	gene5135
RNA10397	gene5136
RNA10398	gene5137
RNA10399	gene5137
RNA10400	gene5138
RNA10401	gene5138
RNA10402	gene5139
RNA10403	gene5140
RNA10404	gene5140
RNA10406	gene5140
RNA10407	gene5140
RNA10408	gene5141
RNA10409	gene5142
RNA10410	gene5142
RNA10411	gene5143
RNA10412	gene5143
RNA10413	gene5143
RNA10414	gene5143
RNA10416	gene5145
RNA10417	gene5146
RNA10418	gene5147
RNA10420	gene5148
RNA10424	gene5149
RNA10425	gene5150
RNA10426	gene5151
RNA10427	gene5152
RNA10429	gene5153
RNA10430	gene5153
RNA10432	gene5155
RNA10433	gene5156
RNA10434	gene5157
RNA10435	gene5158
RNA10436	gene5158
RNA10437	gene5158
RNA10439	gene5159
RNA10440	gene5160
RNA10441	gene5161
RNA10442	gene5162
RNA10443	gene5163
RNA10444	gene5163
RNA10446	gene5164
RNA10447	gene5165
RNA10448	gene5165
RNA10449	gene5166
RNA10450	gene5167
RNA10451	gene5167
RNA10452	gene5167
RNA10454	gene5167
RNA10455	gene5167
RNA10459	gene5169
RNA10456	gene5168
RNA10457	gene5168
RNA10458	gene5168
RNA10461	gene5170
RNA10462	gene5171
RNA10463	gene5172
RNA10464	gene5173
RNA10465	gene5174
RNA10466	gene5175
RNA10467	gene5176
RNA10468	gene5177
RNA10469	gene5178
RNA10472	gene5178
RNA10473	gene5179
RNA10474	gene5180
RNA10476	gene5181
RNA10477	gene5182
RNA10478	gene5183
RNA10479	gene5184
RNA10480	gene5185
RNA10481	gene5185
RNA10482	gene5185
RNA10483	gene5185
RNA10484	gene5186
RNA10485	gene5187
RNA10486	gene5187
RNA10489	gene5189
RNA10490	gene5190
RNA10491	gene5190
RNA10492	gene5190
RNA10495	gene5191
RNA10496	gene5192
RNA10497	gene5193
RNA10498	gene5194
RNA10499	gene5194
RNA10503	gene5195
RNA10504	gene5196
RNA10505	gene5197
RNA10506	gene5197
RNA10507	gene5197
RNA10510	gene5200
RNA10511	gene5201
RNA10513	gene5201
RNA10515	gene5202
RNA10517	gene5203
RNA10518	gene5203
RNA10520	gene5203
RNA10521	gene5204
RNA10522	gene5205
RNA10523	gene5206
RNA10524	gene5207
RNA10525	gene5208
RNA10526	gene5209
RNA10528	gene5211
RNA10529	gene5212
RNA10530	gene5213
RNA10532	gene5214
RNA10534	gene5214
RNA10535	gene5215
RNA10536	gene5216
RNA10537	gene5216
RNA10538	gene5217
RNA10539	gene5217
RNA10540	gene5217
RNA10543	gene5218
RNA10544	gene5219
RNA10547	gene5219
RNA10548	gene5220
RNA10549	gene5221
RNA10550	gene5221
RNA10556	gene5225
RNA10557	gene5226
RNA10558	gene5226
RNA10562	gene5227
RNA10563	gene5227
RNA10564	gene5228
RNA10565	gene5229
RNA10572	gene5230
RNA10573	gene5230
RNA10574	gene5230
RNA10575	gene5230
RNA10576	gene5230
RNA10577	gene5230
RNA10578	gene5231
RNA10579	gene5231
RNA10581	gene5232
RNA10583	gene5232
RNA10584	gene5232
RNA10585	gene5232
RNA10586	gene5232
RNA10590	gene5234
RNA10595	gene5237
RNA10599	gene5241
RNA10600	gene5241
RNA10601	gene5242
RNA10603	gene5242
RNA10606	gene5243
RNA10608	gene5244
RNA10609	gene5245
RNA10610	gene5246
RNA10611	gene5246
RNA10612	gene5246
RNA10619	gene5247
RNA10620	gene5248
RNA10621	gene5249
RNA10622	gene5250
RNA10623	gene5250
RNA10624	gene5250
RNA10625	gene5250
RNA10626	gene5250
RNA10627	gene5250
RNA10628	gene5250
RNA10629	gene5250
RNA10630	gene5250
RNA10631	gene5250
RNA10632	gene5250
RNA10633	gene5250
RNA10634	gene5250
RNA10635	gene5250
RNA10636	gene5250
RNA10637	gene5250
RNA10638	gene5250
RNA10641	gene5251
RNA10642	gene5252
RNA10643	gene5252
RNA10644	gene5252
RNA10646	gene5254
RNA10647	gene5254
RNA10648	gene5255
RNA10649	gene5256
RNA10650	gene5257
RNA10652	gene5259
RNA10654	gene5261
RNA10655	gene5262
RNA10656	gene5263
RNA10658	gene5264
RNA10659	gene5265
RNA10660	gene5265
RNA10661	gene5266
RNA10664	gene5266
RNA10665	gene5266
RNA10667	gene5267
RNA10668	gene5268
RNA10669	gene5269
RNA10670	gene5270
RNA10671	gene5271
RNA10672	gene5271
RNA10676	gene5272
RNA10678	gene5273
RNA10679	gene5274
RNA10680	gene5274
RNA10681	gene5274
RNA10682	gene5274
RNA10683	gene5275
RNA10684	gene5276
RNA10685	gene5277
RNA10686	gene5278
RNA10687	gene5279
RNA10688	gene5280
RNA10690	gene5282
RNA10691	gene5282
RNA10692	gene5283
RNA10693	gene5284
RNA10694	gene5284
RNA10695	gene5284
RNA10696	gene5284
RNA10697	gene5284
RNA10698	gene5284
RNA10699	gene5284
RNA10705	gene5284
RNA10706	gene5284
RNA10707	gene5284
RNA10708	gene5284
RNA10709	gene5285
RNA10712	gene5286
RNA10713	gene5287
RNA10714	gene5287
RNA10715	gene5288
RNA10716	gene5288
RNA10720	gene5288
RNA10723	gene5290
RNA10724	gene5290
RNA10725	gene5291
RNA10726	gene5292
RNA10727	gene5293
RNA10728	gene5294
RNA10729	gene5295
RNA10730	gene5296
RNA10731	gene5297
RNA10732	gene5297
RNA10733	gene5298
RNA10734	gene5298
RNA10736	gene5299
RNA10737	gene5299
RNA10738	gene5300
RNA10739	gene5301
RNA10740	gene5302
RNA10741	gene5302
RNA10742	gene5303
RNA10743	gene5304
RNA10745	gene5305
RNA10747	gene5307
RNA10748	gene5307
RNA10750	gene5309
RNA10752	gene5310
RNA10753	gene5311
RNA10754	gene5312
RNA10755	gene5313
RNA10756	gene5314
RNA10757	gene5314
RNA10758	gene5314
RNA10761	gene5315
RNA10763	gene5317
RNA10764	gene5317
RNA10765	gene5317
RNA10767	gene5317
RNA10768	gene5317
RNA10769	gene5317
RNA10770	gene5317
RNA10771	gene5317
RNA10772	gene5317
RNA10773	gene5317
RNA10774	gene5317
RNA10775	gene5317
RNA10776	gene5317
RNA10777	gene5317
RNA10778	gene5317
RNA10779	gene5317
RNA10780	gene5317
RNA10781	gene5317
RNA10782	gene5317
RNA10783	gene5317
RNA10784	gene5317
RNA10785	gene5318
RNA10786	gene5319
RNA10787	gene5319
RNA10788	gene5320
RNA10789	gene5320
RNA10790	gene5321
RNA10791	gene5321
RNA10792	gene5321
RNA10793	gene5322
RNA10794	gene5322
RNA10795	gene5322
RNA10796	gene5322
RNA10797	gene5322
RNA10798	gene5322
RNA10799	gene5322
RNA10800	gene5322
RNA10801	gene5322
RNA10802	gene5322
RNA10803	gene5322
RNA10804	gene5322
RNA10805	gene5322
RNA10806	gene5322
RNA10807	gene5323
RNA10808	gene5323
RNA10809	gene5324
RNA10810	gene5325
RNA10811	gene5326
RNA10816	gene5327
RNA10817	gene5327
RNA10818	gene5327
RNA10819	gene5327
RNA10820	gene5327
RNA10821	gene5327
RNA10822	gene5327
RNA10823	gene5327
RNA10824	gene5327
RNA10825	gene5327
RNA10826	gene5327
RNA10827	gene5328
RNA10828	gene5329
RNA10829	gene5330
RNA10832	gene5331
RNA10833	gene5331
RNA10834	gene5332
RNA10835	gene5333
RNA10836	gene5334
RNA10837	gene5335
RNA10838	gene5335
RNA10839	gene5335
RNA10840	gene5336
RNA10841	gene5337
RNA10842	gene5337
RNA10843	gene5338
RNA10844	gene5339
RNA10847	gene5341
RNA10848	gene5342
RNA10849	gene5342
RNA10850	gene5343
RNA10851	gene5344
RNA10852	gene5345
RNA10853	gene5346
RNA10854	gene5347
RNA10855	gene5348
RNA10856	gene5349
RNA10857	gene5350
RNA10864	gene5350
RNA10865	gene5351
RNA10866	gene5351
RNA10867	gene5351
RNA10868	gene5352
RNA10869	gene5353
RNA10870	gene5353
RNA10871	gene5354
RNA10874	gene5357
RNA10875	gene5358
RNA10876	gene5359
RNA10877	gene5360
RNA10878	gene5361
RNA10879	gene5362
RNA10880	gene5363
RNA10881	gene5364
RNA10882	gene5365
RNA10883	gene5366
RNA10884	gene5367
RNA10886	gene5369
RNA10887	gene5369
RNA10888	gene5369
RNA10889	gene5369
RNA10890	gene5369
RNA10891	gene5369
RNA10892	gene5369
RNA10894	gene5371
RNA10895	gene5372
RNA10896	gene5373
RNA10897	gene5374
RNA10898	gene5375
RNA10900	gene5376
RNA10901	gene5376
RNA10903	gene5376
RNA10904	gene5376
RNA10906	gene5376
RNA10907	gene5377
RNA10908	gene5377
RNA10909	gene5378
RNA10910	gene5379
RNA10911	gene5379
RNA10912	gene5379
RNA10913	gene5380
RNA10915	gene5381
RNA10916	gene5381
RNA10918	gene5382
RNA10919	gene5382
RNA10920	gene5383
RNA10921	gene5384
RNA10925	gene5385
RNA10926	gene5386
RNA10928	gene5388
RNA10929	gene5388
RNA10930	gene5388
RNA10931	gene5389
RNA10932	gene5390
RNA10933	gene5390
RNA10934	gene5391
RNA10935	gene5391
RNA10936	gene5391
RNA10939	gene5392
RNA10940	gene5392
RNA10941	gene5392
RNA10942	gene5392
RNA10943	gene5392
RNA10944	gene5393
RNA10946	gene5394
RNA10948	gene5394
RNA10949	gene5394
RNA10950	gene5394
RNA10951	gene5394
RNA10952	gene5395
RNA10953	gene5395
RNA10954	gene5395
RNA10955	gene5396
RNA10956	gene5396
RNA10957	gene5396
RNA10958	gene5397
RNA10959	gene5398
RNA10960	gene5398
RNA10962	gene5400
RNA10963	gene5400
RNA10964	gene5401
RNA10965	gene5402
RNA10967	gene5402
RNA10968	gene5403
RNA10969	gene5403
RNA10971	gene5403
RNA10972	gene5404
RNA10973	gene5405
RNA10975	gene5407
RNA10976	gene5408
RNA10977	gene5409
RNA10978	gene5410
RNA10979	gene5410
RNA10980	gene5411
RNA10981	gene5411
RNA10982	gene5412
RNA10984	gene5414
RNA10985	gene5414
RNA10986	gene5415
RNA10988	gene5416
RNA10989	gene5417
RNA10990	gene5418
RNA10991	gene5418
RNA10992	gene5418
RNA10993	gene5418
RNA10994	gene5419
RNA10995	gene5420
RNA10996	gene5420
RNA10997	gene5420
RNA10999	gene5421
RNA11000	gene5421
RNA11001	gene5422
RNA11008	gene5422
RNA11009	gene5423
RNA11010	gene5423
RNA11011	gene5424
RNA11012	gene5424
RNA11013	gene5425
RNA11018	gene5426
RNA11022	gene5426
RNA11023	gene5427
RNA11024	gene5427
RNA11025	gene5428
RNA11026	gene5429
RNA11027	gene5430
RNA11028	gene5431
RNA11029	gene5432
RNA11030	gene5433
RNA11037	gene5436
RNA11038	gene5436
RNA11039	gene5437
RNA11040	gene5437
RNA11041	gene5437
RNA11042	gene5437
RNA11043	gene5437
RNA11044	gene5437
RNA11046	gene5437
RNA11047	gene5438
RNA11049	gene5439
RNA11050	gene5439
RNA11052	gene5440
RNA11054	gene5441
RNA11055	gene5442
RNA11056	gene5443
RNA11057	gene5444
RNA11058	gene5445
RNA11059	gene5446
RNA11060	gene5447
RNA11061	gene5448
RNA11062	gene5449
RNA11063	gene5450
RNA11064	gene5451
RNA11065	gene5452
RNA11066	gene5453
RNA11067	gene5454
RNA11068	gene5455
RNA11069	gene5456
RNA11070	gene5457
RNA11071	gene5458
RNA11074	gene5460
RNA11075	gene5461
RNA11076	gene5462
RNA11077	gene5463
RNA11078	gene5463
RNA11079	gene5464
RNA11080	gene5464
RNA11081	gene5465
RNA11082	gene5466
RNA11083	gene5467
RNA11084	gene5468
RNA11085	gene5469
RNA11086	gene5469
RNA11087	gene5469
RNA11088	gene5469
RNA11089	gene5470
RNA11090	gene5471
RNA11091	gene5471
RNA11094	gene5471
RNA11095	gene5471
RNA11096	gene5471
RNA11098	gene5472
RNA11100	gene5473
RNA11101	gene5474
RNA11109	gene5477
RNA11104	gene5476
RNA11105	gene5476
RNA11106	gene5476
RNA11107	gene5476
RNA11108	gene5476
RNA11110	gene5478
RNA11111	gene5479
RNA11112	gene5480
RNA11113	gene5481
RNA11114	gene5482
RNA11116	gene5484
RNA11117	gene5485
RNA11118	gene5486
RNA11119	gene5486
RNA11121	gene5487
RNA11122	gene5487
RNA11123	gene5487
RNA11124	gene5488
RNA11125	gene5489
RNA11126	gene5490
RNA11127	gene5490
RNA11128	gene5490
RNA11129	gene5491
RNA11130	gene5492
RNA11131	gene5493
RNA11132	gene5494
RNA11133	gene5495
RNA11134	gene5495
RNA11135	gene5496
RNA11136	gene5497
RNA11137	gene5497
RNA11138	gene5498
RNA11139	gene5498
RNA11140	gene5499
RNA11141	gene5500
RNA11142	gene5500
RNA11143	gene5500
RNA11144	gene5500
RNA11145	gene5501
RNA11146	gene5501
RNA11148	gene5502
RNA11149	gene5502
RNA11150	gene5502
RNA11151	gene5502
RNA11152	gene5502
RNA11157	gene5503
RNA11158	gene5504
RNA11159	gene5504
RNA11160	gene5504
RNA11161	gene5504
RNA11162	gene5504
RNA11163	gene5504
RNA11164	gene5504
RNA11165	gene5505
RNA11167	gene5506
RNA11168	gene5507
RNA11170	gene5508
RNA11171	gene5509
RNA11172	gene5510
RNA11174	gene5511
RNA11176	gene5511
RNA11177	gene5512
RNA11178	gene5512
RNA11179	gene5513
RNA11180	gene5514
RNA11181	gene5515
RNA11182	gene5516
RNA11183	gene5517
RNA11188	gene5517
RNA11189	gene5517
RNA11190	gene5517
RNA11191	gene5517
RNA11192	gene5517
RNA11193	gene5517
RNA11194	gene5517
RNA11195	gene5518
RNA11196	gene5518
RNA11197	gene5518
RNA11198	gene5519
RNA11199	gene5519
RNA11200	gene5520
RNA11201	gene5520
RNA11203	gene5521
RNA11204	gene5521
RNA11207	gene5523
RNA11208	gene5523
RNA11209	gene5523
RNA11210	gene5523
RNA11211	gene5523
RNA11213	gene5524
RNA11214	gene5525
RNA11219	gene5527
RNA11220	gene5528
RNA11221	gene5528
RNA11222	gene5529
RNA11224	gene5529
RNA11225	gene5529
RNA11226	gene5529
RNA11227	gene5529
RNA11228	gene5529
RNA11229	gene5529
RNA11230	gene5530
RNA11231	gene5531
RNA11232	gene5532
RNA11233	gene5533
RNA11234	gene5533
RNA11235	gene5533
RNA11237	gene5535
RNA11238	gene5536
RNA11239	gene5537
RNA11240	gene5538
RNA11241	gene5539
RNA11242	gene5540
RNA11243	gene5540
RNA11244	gene5540
RNA11245	gene5541
RNA11246	gene5542
RNA11247	gene5542
RNA11248	gene5543
RNA11249	gene5544
RNA11250	gene5545
RNA11251	gene5546
RNA11252	gene5546
RNA11253	gene5546
RNA11254	gene5547
RNA11255	gene5548
RNA11256	gene5549
RNA11257	gene5550
RNA11258	gene5551
RNA11259	gene5552
RNA11260	gene5552
RNA11261	gene5552
RNA11262	gene5553
RNA11263	gene5554
RNA11265	gene5555
RNA11268	gene5556
RNA11270	gene5556
RNA11271	gene5557
RNA11272	gene5557
RNA11273	gene5557
RNA11274	gene5557
RNA11275	gene5558
RNA11276	gene5559
RNA11277	gene5559
RNA11279	gene5560
RNA11280	gene5561
RNA11282	gene5563
RNA11283	gene5563
RNA11284	gene5563
RNA11285	gene5563
RNA11286	gene5563
RNA11287	gene5564
RNA11288	gene5565
RNA11291	gene5565
RNA11292	gene5565
RNA11294	gene5566
RNA11295	gene5567
RNA11296	gene5568
RNA11297	gene5569
RNA11298	gene5569
RNA11299	gene5569
RNA11300	gene5570
RNA11301	gene5571
RNA11302	gene5571
RNA11303	gene5572
RNA11304	gene5572
RNA11305	gene5573
RNA11306	gene5574
RNA11307	gene5574
RNA11308	gene5575
RNA11309	gene5576
RNA11310	gene5577
RNA11311	gene5577
RNA11312	gene5578
RNA11313	gene5579
RNA11315	gene5579
RNA11316	gene5580
RNA11317	gene5581
RNA11319	gene5581
RNA11320	gene5581
RNA11321	gene5582
RNA11322	gene5583
RNA11323	gene5584
RNA11324	gene5584
RNA11325	gene5585
RNA11327	gene5586
RNA11328	gene5587
RNA11329	gene5587
RNA11330	gene5588
RNA11331	gene5589
RNA11332	gene5590
RNA11333	gene5590
RNA11334	gene5591
RNA11335	gene5592
RNA11337	gene5594
RNA11338	gene5595
RNA11339	gene5596
RNA11340	gene5596
RNA11341	gene5596
RNA11342	gene5596
RNA11345	gene5599
RNA11348	gene5602
RNA11350	gene5603
RNA11352	gene5605
RNA11355	gene5606
RNA11356	gene5607
RNA11358	gene5607
RNA11359	gene5608
RNA11360	gene5609
RNA11361	gene5610
RNA11362	gene5611
RNA11363	gene5611
RNA11364	gene5612
RNA11366	gene5612
RNA11367	gene5613
RNA11368	gene5613
RNA11369	gene5614
RNA11370	gene5615
RNA11371	gene5616
RNA11372	gene5616
RNA11373	gene5617
RNA11374	gene5618
RNA11375	gene5619
RNA11377	gene5621
RNA11378	gene5621
RNA11379	gene5621
RNA11380	gene5621
RNA11381	gene5621
RNA11382	gene5621
RNA11384	gene5623
RNA11385	gene5624
RNA11390	gene5625
RNA11392	gene5626
RNA11393	gene5627
RNA11395	gene5627
RNA11396	gene5628
RNA11397	gene5629
RNA11398	gene5630
RNA11399	gene5631
RNA11400	gene5631
RNA11401	gene5632
RNA11402	gene5633
RNA11403	gene5634
RNA11404	gene5635
RNA11405	gene5635
RNA11417	gene5636
RNA11418	gene5637
RNA11419	gene5638
RNA11420	gene5639
RNA11421	gene5640
RNA11422	gene5641
RNA11423	gene5642
RNA11424	gene5643
RNA11425	gene5644
RNA11426	gene5645
RNA11427	gene5646
RNA11428	gene5647
RNA11429	gene5648
RNA11430	gene5649
RNA11431	gene5650
RNA11432	gene5651
RNA11433	gene5651
RNA11434	gene5652
RNA11435	gene5652
RNA11436	gene5653
RNA11437	gene5654
RNA11438	gene5654
RNA11440	gene5655
RNA11441	gene5656
RNA11442	gene5657
RNA11443	gene5657
RNA11444	gene5657
RNA11445	gene5657
RNA11446	gene5657
RNA11447	gene5657
RNA11448	gene5657
RNA11450	gene5657
RNA11451	gene5657
RNA11452	gene5658
RNA11457	gene5660
RNA11458	gene5661
RNA11459	gene5662
RNA11461	gene5662
RNA11466	gene5663
RNA11467	gene5664
RNA11468	gene5665
RNA11469	gene5666
RNA11472	gene5667
RNA11476	gene5667
RNA11479	gene5668
RNA11480	gene5669
RNA11482	gene5671
RNA11483	gene5672
RNA11484	gene5673
RNA11485	gene5674
RNA11486	gene5674
RNA11487	gene5675
RNA11489	gene5675
RNA11491	gene5676
RNA11492	gene5677
RNA11493	gene5677
RNA11494	gene5677
RNA11495	gene5677
RNA11496	gene5677
RNA11497	gene5677
RNA11498	gene5677
RNA11499	gene5677
RNA11500	gene5678
RNA11501	gene5679
RNA11502	gene5680
RNA11503	gene5681
RNA11504	gene5682
RNA11506	gene5682
RNA11507	gene5683
RNA11508	gene5684
RNA11509	gene5684
RNA11510	gene5684
RNA11519	gene5686
RNA11520	gene5687
RNA11512	gene5685
RNA11513	gene5685
RNA11514	gene5685
RNA11515	gene5685
RNA11517	gene5685
RNA11521	gene5688
RNA11522	gene5688
RNA11523	gene5689
RNA11524	gene5690
RNA11525	gene5691
RNA11526	gene5692
RNA11528	gene5694
RNA11529	gene5694
RNA11527	gene5693
RNA11530	gene5695
RNA11533	gene5697
RNA11531	gene5696
RNA11532	gene5696
RNA11534	gene5698
RNA11541	gene5700
RNA11542	gene5701
RNA11543	gene5702
RNA11544	gene5703
RNA11545	gene5704
RNA11546	gene5705
RNA11547	gene5706
RNA11548	gene5707
RNA11549	gene5708
RNA11550	gene5709
RNA11551	gene5710
RNA11552	gene5711
RNA11553	gene5712
RNA11554	gene5713
RNA11555	gene5714
RNA11556	gene5715
RNA11557	gene5715
RNA11559	gene5715
RNA11561	gene5716
RNA11562	gene5716
RNA11563	gene5717
RNA11565	gene5719
RNA11567	gene5720
RNA11568	gene5721
RNA11570	gene5721
RNA11571	gene5722
RNA11572	gene5723
RNA11574	gene5724
RNA11577	gene5725
RNA11578	gene5726
RNA11579	gene5726
RNA11582	gene5727
RNA11583	gene5728
RNA11584	gene5729
RNA11585	gene5729
RNA11587	gene5731
RNA11588	gene5731
RNA11590	gene5731
RNA11591	gene5731
RNA11592	gene5732
RNA11593	gene5733
RNA11597	gene5736
RNA11598	gene5737
RNA11599	gene5738
RNA11601	gene5739
RNA11603	gene5740
RNA11604	gene5741
RNA11605	gene5741
RNA11608	gene5742
RNA11609	gene5742
RNA11610	gene5742
RNA11611	gene5742
RNA11612	gene5743
RNA11613	gene5743
RNA11614	gene5743
RNA11615	gene5743
RNA11618	gene5746
RNA11619	gene5747
RNA11628	gene5748
RNA11631	gene5750
RNA11632	gene5750
RNA11635	gene5751
RNA11636	gene5752
RNA11640	gene5754
RNA11641	gene5755
RNA11642	gene5756
RNA11647	gene5757
RNA11648	gene5757
RNA11649	gene5758
RNA11652	gene5760
RNA11651	gene5759
RNA11653	gene5761
RNA11654	gene5762
RNA11655	gene5762
RNA11656	gene5762
RNA11657	gene5762
RNA11658	gene5762
RNA11659	gene5762
RNA11660	gene5762
RNA11661	gene5762
RNA11662	gene5762
RNA11663	gene5762
RNA11664	gene5762
RNA11665	gene5762
RNA11666	gene5762
RNA11667	gene5762
RNA11668	gene5762
RNA11669	gene5762
RNA11670	gene5762
RNA11671	gene5762
RNA11672	gene5762
RNA11673	gene5762
RNA11674	gene5762
RNA11675	gene5762
RNA11676	gene5762
RNA11677	gene5762
RNA11678	gene5762
RNA11679	gene5762
RNA11680	gene5762
RNA11681	gene5762
RNA11682	gene5762
RNA11683	gene5762
RNA11684	gene5762
RNA11685	gene5762
RNA11686	gene5762
RNA11687	gene5762
RNA11688	gene5762
RNA11689	gene5762
RNA11690	gene5762
RNA11691	gene5762
RNA11692	gene5762
RNA11693	gene5762
RNA11694	gene5762
RNA11695	gene5762
RNA11696	gene5762
RNA11697	gene5762
RNA11698	gene5762
RNA11699	gene5762
RNA11700	gene5762
RNA11701	gene5762
RNA11702	gene5762
RNA11703	gene5762
RNA11704	gene5763
RNA11705	gene5764
RNA11706	gene5765
RNA11708	gene5766
RNA11710	gene5766
RNA11712	gene5766
RNA11715	gene5769
RNA11716	gene5769
RNA11717	gene5769
RNA11718	gene5770
RNA11719	gene5771
RNA11720	gene5772
RNA11721	gene5773
RNA11723	gene5773
RNA11724	gene5773
RNA11725	gene5773
RNA11726	gene5773
RNA11727	gene5773
RNA11728	gene5773
RNA11729	gene5773
RNA11730	gene5773
RNA11731	gene5773
RNA11732	gene5773
RNA11735	gene5773
RNA11742	gene5776
RNA11738	gene5775
RNA11740	gene5775
RNA11741	gene5775
RNA11743	gene5777
RNA11744	gene5778
RNA11746	gene5780
RNA11747	gene5780
RNA11748	gene5781
RNA11749	gene5781
RNA11750	gene5782
RNA11751	gene5782
RNA11755	gene5784
RNA11754	gene5783
RNA11756	gene5785
RNA11757	gene5786
RNA11758	gene5787
RNA11759	gene5788
RNA11760	gene5789
RNA11761	gene5790
RNA11762	gene5791
RNA11763	gene5792
RNA11764	gene5792
RNA11766	gene5794
RNA11767	gene5795
RNA11768	gene5795
RNA11769	gene5795
RNA11770	gene5796
RNA11771	gene5796
RNA11772	gene5796
RNA11773	gene5796
RNA11774	gene5797
RNA11777	gene5800
RNA11778	gene5801
RNA11779	gene5802
RNA11780	gene5803
RNA11781	gene5804
RNA11783	gene5805
RNA11784	gene5806
RNA11785	gene5807
RNA11787	gene5807
RNA11788	gene5807
RNA11789	gene5807
RNA11790	gene5808
RNA11791	gene5808
RNA11792	gene5808
RNA11793	gene5808
RNA11794	gene5808
RNA11795	gene5808
RNA11796	gene5808
RNA11797	gene5809
RNA11798	gene5810
RNA11799	gene5810
RNA11800	gene5811
RNA11801	gene5811
RNA11802	gene5811
RNA11803	gene5811
RNA11804	gene5811
RNA11805	gene5812
RNA11806	gene5813
RNA11808	gene5813
RNA11809	gene5814
RNA11812	gene5816
RNA11815	gene5818
RNA11818	gene5820
RNA11821	gene5823
RNA11822	gene5824
RNA11823	gene5825
RNA11824	gene5825
RNA11825	gene5826
RNA11827	gene5827
RNA11828	gene5828
RNA11829	gene5829
RNA11833	gene5830
RNA11834	gene5831
RNA11835	gene5832
RNA11836	gene5832
RNA11837	gene5832
RNA11838	gene5833
RNA11839	gene5834
RNA11840	gene5834
RNA11841	gene5835
RNA11842	gene5836
RNA11843	gene5837
RNA11844	gene5838
RNA11845	gene5839
RNA11846	gene5839
RNA11847	gene5840
RNA11849	gene5841
RNA11850	gene5842
RNA11864	gene5842
RNA11865	gene5843
RNA11866	gene5844
RNA11867	gene5845
RNA11868	gene5845
RNA11869	gene5846
RNA11870	gene5847
RNA11871	gene5848
RNA11875	gene5848
RNA11876	gene5849
RNA11877	gene5849
RNA11878	gene5849
RNA11879	gene5850
RNA11880	gene5850
RNA11881	gene5850
RNA11884	gene5851
RNA11887	gene5852
RNA11888	gene5853
RNA11889	gene5854
RNA11890	gene5855
RNA11892	gene5857
RNA11893	gene5857
RNA11896	gene5860
RNA11897	gene5861
RNA11898	gene5862
RNA11899	gene5863
RNA11900	gene5863
RNA11901	gene5863
RNA11902	gene5863
RNA11903	gene5863
RNA11904	gene5863
RNA11906	gene5864
RNA11907	gene5865
RNA11909	gene5867
RNA11912	gene5869
RNA11913	gene5869
RNA11915	gene5871
RNA11916	gene5872
RNA11917	gene5873
RNA11918	gene5874
RNA11919	gene5875
RNA11920	gene5876
RNA11921	gene5877
RNA11922	gene5877
RNA11923	gene5878
RNA11924	gene5878
RNA11925	gene5879
RNA11926	gene5880
RNA11927	gene5881
RNA11928	gene5882
RNA11929	gene5882
RNA11930	gene5882
RNA11931	gene5883
RNA11932	gene5884
RNA11934	gene5886
RNA11936	gene5888
RNA11937	gene5888
RNA11938	gene5888
RNA11939	gene5888
RNA11940	gene5889
RNA11941	gene5890
RNA11943	gene5891
RNA11944	gene5892
RNA11946	gene5894
RNA11947	gene5895
RNA11948	gene5896
RNA11953	gene5900
RNA11955	gene5902
RNA11956	gene5903
RNA11957	gene5903
RNA11958	gene5903
RNA11959	gene5903
RNA11960	gene5903
RNA11961	gene5903
RNA11962	gene5904
RNA11963	gene5904
RNA11964	gene5904
RNA11965	gene5904
RNA11966	gene5905
RNA11967	gene5905
RNA11968	gene5906
RNA11969	gene5907
RNA11970	gene5907
RNA11971	gene5907
RNA11972	gene5907
RNA11973	gene5908
RNA11974	gene5909
RNA11977	gene5912
RNA11978	gene5912
RNA11979	gene5913
RNA11980	gene5914
RNA11981	gene5915
RNA11982	gene5916
RNA11983	gene5916
RNA11984	gene5916
RNA11985	gene5916
RNA11986	gene5917
RNA11988	gene5918
RNA11989	gene5918
RNA11990	gene5919
RNA11991	gene5920
RNA11992	gene5920
RNA11993	gene5920
RNA11994	gene5920
RNA11995	gene5920
RNA11996	gene5920
RNA11997	gene5920
RNA11998	gene5921
RNA12000	gene5923
RNA11999	gene5922
RNA12001	gene5924
RNA12003	gene5925
RNA12004	gene5925
RNA12005	gene5926
RNA12006	gene5927
RNA12008	gene5928
RNA12010	gene5930
RNA12011	gene5931
RNA12012	gene5932
RNA12013	gene5932
RNA12014	gene5932
RNA12015	gene5933
RNA12016	gene5933
RNA12017	gene5934
RNA12018	gene5934
RNA12019	gene5934
RNA12020	gene5934
RNA12021	gene5934
RNA12022	gene5934
RNA12023	gene5934
RNA12024	gene5934
RNA12025	gene5934
RNA12027	gene5935
RNA12028	gene5936
RNA12029	gene5937
RNA12030	gene5938
RNA12031	gene5939
RNA12032	gene5939
RNA12033	gene5940
RNA12035	gene5941
RNA12036	gene5942
RNA12037	gene5942
RNA12038	gene5943
RNA12039	gene5943
RNA12040	gene5944
RNA12042	gene5945
RNA12043	gene5945
RNA12044	gene5946
RNA12045	gene5946
RNA12046	gene5947
RNA12047	gene5948
RNA12048	gene5948
RNA12051	gene5948
RNA12052	gene5949
RNA12053	gene5949
RNA12054	gene5950
